000000,8000
000001,8000
000002,4000
000003,4000
000004,4000
000005,4050
000006,4800
000010,8000
000011,8000
000012,4000
000013,4000
000014,4000
000015,4050
000016,4000
000020,4000
000021,4000
000022,2000
000023,2000
000024,2000
000025,2050
000026,2400
000030,4000
000031,4000
000032,2000
000033,2400
000034,2000
000035,2050
000036,2400
000040,4000
000041,4000
000042,2000
000043,2000
000044,3200
000045,2050
000046,2400
000050,4050
000051,4050
000052,2050
000053,2050
000054,2050
000055,4000
000056,2450
000060,4800
000061,4000
000062,2400
000063,2400
000064,2400
000065,2450
000066,4800
000100,8000
000101,8000
000102,4000
000103,4000
000104,4000
000105,4050
000106,4000
000110,8000
000111,8000
000112,4000
000113,4000
000114,4000
000115,4050
000116,4000
000120,4000
000121,4000
000122,2000
000123,2000
000124,2000
000125,2050
000126,2000
000130,4000
000131,4000
000132,2000
000133,2000
000134,2000
000135,2050
000136,2000
000140,4000
000141,4000
000142,2000
000143,2000
000144,2000
000145,2050
000146,2000
000150,4050
000151,4050
000152,2050
000153,2050
000154,2050
000155,2100
000156,2050
000160,4000
000161,4000
000162,2000
000163,2000
000164,2000
000165,2050
000166,2500
000200,4000
000201,4000
000202,2000
000203,2000
000204,2000
000205,2050
000206,2400
000210,4000
000211,4000
000212,2000
000213,2000
000214,2000
000215,2050
000216,2000
000220,2000
000221,2000
000222,1600
000223,1000
000224,1000
000225,1050
000226,1200
000230,2000
000231,2000
000232,1000
000233,1200
000234,1500
000235,1500
000236,1500
000240,2000
000241,2000
000242,1000
000243,1500
000244,1600
000245,1500
000246,1500
000250,2050
000251,2050
000252,1050
000253,1500
000254,1500
000255,2000
000256,1500
000260,2400
000261,2000
000262,1200
000263,1500
000264,1500
000265,1500
000266,2400
000300,4000
000301,4000
000302,2000
000303,2400
000304,2000
000305,2050
000306,2400
000310,4000
000311,4000
000312,2000
000313,2000
000314,2000
000315,2050
000316,2000
000320,2000
000321,2000
000322,1000
000323,1200
000324,1500
000325,1500
000326,1500
000330,2400
000331,2000
000332,1200
000333,2400
000334,1200
000335,1250
000336,1200
000340,2000
000341,2000
000342,1500
000343,1200
000344,1600
000345,1500
000346,1500
000350,2050
000351,2050
000352,1500
000353,1250
000354,1500
000355,2000
000356,1500
000360,2400
000361,2000
000362,1500
000363,1200
000364,1500
000365,1500
000366,2400
000400,4000
000401,4000
000402,2000
000403,2000
000404,3200
000405,2050
000406,2400
000410,4000
000411,4000
000412,2000
000413,2000
000414,2000
000415,2050
000416,2000
000420,2000
000421,2000
000422,1000
000423,1500
000424,1600
000425,1500
000426,1500
000430,2000
000431,2000
000432,1500
000433,1200
000434,1600
000435,1500
000436,1500
000440,3200
000441,2000
000442,1600
000443,1600
000444,3200
000445,1650
000446,1600
000450,2050
000451,2050
000452,1500
000453,1500
000454,1650
000455,2000
000456,1500
000460,2400
000461,2000
000462,1500
000463,1500
000464,1600
000465,1500
000466,2400
000500,4050
000501,4050
000502,2050
000503,2050
000504,2050
000505,4000
000506,2450
000510,4050
000511,4050
000512,2050
000513,2050
000514,2050
000515,2100
000516,2050
000520,2050
000521,2050
000522,1050
000523,1500
000524,1500
000525,2000
000526,1500
000530,2050
000531,2050
000532,1500
000533,1250
000534,1500
000535,2000
000536,1500
000540,2050
000541,2050
000542,1500
000543,1500
000544,1650
000545,2000
000546,1500
000550,4000
000551,2100
000552,2000
000553,2000
000554,2000
000555,4000
000556,2000
000560,2450
000561,2050
000562,1500
000563,1500
000564,1500
000565,2000
000566,2450
000600,4800
000601,4000
000602,2400
000603,2400
000604,2400
000605,2450
000606,4800
000610,4000
000611,4000
000612,2000
000613,2000
000614,2000
000615,2050
000616,2500
000620,2400
000621,2000
000622,1200
000623,1500
000624,1500
000625,1500
000626,2400
000630,2400
000631,2000
000632,1500
000633,1200
000634,1500
000635,1500
000636,2400
000640,2400
000641,2000
000642,1500
000643,1500
000644,1600
000645,1500
000646,2400
000650,2450
000651,2050
000652,1500
000653,1500
000654,1500
000655,2000
000656,2450
000660,4800
000661,2500
000662,2400
000663,2400
000664,2400
000665,2450
000666,4800
001000,8000
001001,8000
001002,4000
001003,4000
001004,4000
001005,4050
001006,4000
001010,8000
001011,8000
001012,4000
001013,4000
001014,4000
001015,4050
001016,4000
001020,4000
001021,4000
001022,2000
001023,2000
001024,2000
001025,2050
001026,2000
001030,4000
001031,4000
001032,2000
001033,2000
001034,2000
001035,2050
001036,2000
001040,4000
001041,4000
001042,2000
001043,2000
001044,2000
001045,2050
001046,2000
001050,4050
001051,4050
001052,2050
001053,2050
001054,2050
001055,2100
001056,2050
001060,4000
001061,4000
001062,2000
001063,2000
001064,2000
001065,2050
001066,2500
001100,8000
001101,8000
001102,4000
001103,4000
001104,4000
001105,4050
001106,4000
001110,8000
001111,8000
001112,4000
001113,4000
001114,4000
001115,4050
001116,4000
001120,4000
001121,4000
001122,2000
001123,2000
001124,2000
001125,2050
001126,2000
001130,4000
001131,4000
001132,2000
001133,2000
001134,2000
001135,2050
001136,2000
001140,4000
001141,4000
001142,2000
001143,2000
001144,2000
001145,2050
001146,2000
001150,4050
001151,4050
001152,2050
001153,2050
001154,2050
001155,2100
001156,2050
001160,4000
001161,4000
001162,2000
001163,2000
001164,2000
001165,2050
001166,2000
001200,4000
001201,4000
001202,2000
001203,2000
001204,2000
001205,2050
001206,2000
001210,4000
001211,4000
001212,2000
001213,2000
001214,2000
001215,2050
001216,2000
001220,2000
001221,2000
001222,1200
001223,1000
001224,1000
001225,1050
001226,1000
001230,2000
001231,2000
001232,1000
001233,1000
001234,1500
001235,1500
001236,1500
001240,2000
001241,2000
001242,1000
001243,1500
001244,1000
001245,1500
001246,1500
001250,2050
001251,2050
001252,1050
001253,1500
001254,1500
001255,1100
001256,1500
001260,2000
001261,2000
001262,1000
001263,1500
001264,1500
001265,1500
001266,1300
001300,4000
001301,4000
001302,2000
001303,2000
001304,2000
001305,2050
001306,2000
001310,4000
001311,4000
001312,2000
001313,2000
001314,2000
001315,2050
001316,2000
001320,2000
001321,2000
001322,1000
001323,1000
001324,1500
001325,1500
001326,1500
001330,2000
001331,2000
001332,1000
001333,1300
001334,1000
001335,1050
001336,1000
001340,2000
001341,2000
001342,1500
001343,1000
001344,1000
001345,1500
001346,1500
001350,2050
001351,2050
001352,1500
001353,1050
001354,1500
001355,1100
001356,1500
001360,2000
001361,2000
001362,1500
001363,1000
001364,1500
001365,1500
001366,1300
001400,4000
001401,4000
001402,2000
001403,2000
001404,2000
001405,2050
001406,2000
001410,4000
001411,4000
001412,2000
001413,2000
001414,2000
001415,2050
001416,2000
001420,2000
001421,2000
001422,1000
001423,1500
001424,1000
001425,1500
001426,1500
001430,2000
001431,2000
001432,1500
001433,1000
001434,1000
001435,1500
001436,1500
001440,2000
001441,2000
001442,1000
001443,1000
001444,1700
001445,1050
001446,1000
001450,2050
001451,2050
001452,1500
001453,1500
001454,1050
001455,1100
001456,1500
001460,2000
001461,2000
001462,1500
001463,1500
001464,1000
001465,1500
001466,1300
001500,4050
001501,4050
001502,2050
001503,2050
001504,2050
001505,2100
001506,2050
001510,4050
001511,4050
001512,2050
001513,2050
001514,2050
001515,2100
001516,2050
001520,2050
001521,2050
001522,1050
001523,1500
001524,1500
001525,1100
001526,1500
001530,2050
001531,2050
001532,1500
001533,1050
001534,1500
001535,1100
001536,1500
001540,2050
001541,2050
001542,1500
001543,1500
001544,1050
001545,1100
001546,1500
001550,2100
001551,2100
001552,1100
001553,1100
001554,1100
001555,2100
001556,1100
001560,2050
001561,2050
001562,1500
001563,1500
001564,1500
001565,1100
001566,1350
001600,4000
001601,4000
001602,2000
001603,2000
001604,2000
001605,2050
001606,2500
001610,4000
001611,4000
001612,2000
001613,2000
001614,2000
001615,2050
001616,2000
